date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:20:54	59/59	---M-Z	200	added ('OK')	text/plain	etag:%22baeb0427259cea280e52c61090eee18547fbcfcb%22	https://clippingmagic.com/robots.txt		(from )
21:20:55	539497/539497	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Feb%202024%2015:50:47%20GMT	https://clippingmagic.com/	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/index.html	(from )
21:20:57	503346/503346	---M-Z	200	added ('OK')	text/css	etag:%22b305c38d1d2e4fac37933a5fdb88f1c0%22	https://d5nunyagcicgy.cloudfront.net/p/assets/all_b305c38d1d2e4fac37933a5fdb88f1c0.css	C:/Users/Sanvi%20Sardana/Downloads/fly/d5nunyagcicgy.cloudfront.net/p/assets/all_b305c38d1d2e4fac37933a5fdb88f1c0.css	(from https://clippingmagic.com/)
21:20:57	145337/145337	---M-Z	200	added ('OK')	application/javascript	etag:%2216af03564859da0954ed883b4146d8a5%22	https://d5nunyagcicgy.cloudfront.net/p/assets/all_16af03564859da0954ed883b4146d8a5.js	C:/Users/Sanvi%20Sardana/Downloads/fly/d5nunyagcicgy.cloudfront.net/p/assets/all_16af03564859da0954ed883b4146d8a5.js	(from https://clippingmagic.com/)
21:20:57	463587/463587	---M-Z	200	added ('OK')	application/javascript	etag:%22deb98e3458ad590787ed7d6aa231e316%22	https://d5nunyagcicgy.cloudfront.net/p/assets/m/Main.min_deb98e3458ad590787ed7d6aa231e316.js	C:/Users/Sanvi%20Sardana/Downloads/fly/d5nunyagcicgy.cloudfront.net/p/assets/m/Main.min_deb98e3458ad590787ed7d6aa231e316.js	(from https://clippingmagic.com/)
21:20:58	2448/2448	---M--	200	added ('OK')	image/png	etag:%22ab16b7529ecdadea1b6e5f07394a352d6f8c30dd%22	https://clippingmagic.com/modutil/assets/lib/modutil/m/favicons/cm/apple-touch-icon-180.png	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/modutil/assets/lib/modutil/m/favicons/cm/apple-touch-icon-180.png	(from https://clippingmagic.com/)
21:20:58	159/159	---M--	200	added ('OK')	image/png	etag:%22a15adb791e40dd1513c5a96f1f2fbc0737f7f666%22	https://clippingmagic.com/modutil/assets/lib/modutil/m/favicons/cm/favicon-32.png	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/modutil/assets/lib/modutil/m/favicons/cm/favicon-32.png	(from https://clippingmagic.com/)
21:21:00	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/Sanvi%20Sardana/Downloads/fly/www.google-analytics.com/analytics.js	(from https://clippingmagic.com/)
21:21:01	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:52%20GMT	https://clippingmagic.com/setLocale?locale=hi-IN	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocalec23a	(from https://clippingmagic.com/)
21:21:01	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:54%20GMT	https://clippingmagic.com/setLocale?locale=en-US	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocalec494	(from https://clippingmagic.com/)
21:21:02	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:55%20GMT	https://clippingmagic.com/setLocale?locale=en-US	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocalec494	(from https://clippingmagic.com/)
21:21:02	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:55%20GMT	https://clippingmagic.com/setLocale?locale=de-DE	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale4db1	(from https://clippingmagic.com/)
21:21:02	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:55%20GMT	https://clippingmagic.com/setLocale?locale=es-ES	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale8cdc	(from https://clippingmagic.com/)
21:21:03	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:55%20GMT	https://clippingmagic.com/setLocale?locale=fr-FR	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale7400	(from https://clippingmagic.com/)
21:21:03	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:56%20GMT	https://clippingmagic.com/setLocale?locale=hi-IN	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocalec23a	(from https://clippingmagic.com/)
21:21:03	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:56%20GMT	https://clippingmagic.com/setLocale?locale=id-ID	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale0a5d	(from https://clippingmagic.com/)
21:21:04	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:56%20GMT	https://clippingmagic.com/setLocale?locale=it-IT	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale0cea	(from https://clippingmagic.com/)
21:21:04	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:57%20GMT	https://clippingmagic.com/setLocale?locale=ja-JP	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale4dc6	(from https://clippingmagic.com/)
21:21:04	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:57%20GMT	https://clippingmagic.com/setLocale?locale=ko-KR	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocalebb70	(from https://clippingmagic.com/)
21:21:04	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:57%20GMT	https://clippingmagic.com/setLocale?locale=pl-PL	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale1181	(from https://clippingmagic.com/)
21:21:05	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:57%20GMT	https://clippingmagic.com/setLocale?locale=pt-BR	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale4c33	(from https://clippingmagic.com/)
21:21:05	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:58%20GMT	https://clippingmagic.com/setLocale?locale=ru-RU	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale40aa	(from https://clippingmagic.com/)
21:21:05	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:58%20GMT	https://clippingmagic.com/setLocale?locale=th-TH	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocaleb273	(from https://clippingmagic.com/)
21:21:05	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:58%20GMT	https://clippingmagic.com/setLocale?locale=tr-TR	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale7c6c	(from https://clippingmagic.com/)
21:21:06	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:58%20GMT	https://clippingmagic.com/setLocale?locale=vi-VN	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale3ffb	(from https://clippingmagic.com/)
21:21:06	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:59%20GMT	https://clippingmagic.com/setLocale?locale=zh-Hans-CN	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocaleba91	(from https://clippingmagic.com/)
21:21:06	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:59%20GMT	https://clippingmagic.com/setLocale?locale=zh-Hant-TW	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale0305	(from https://clippingmagic.com/)
21:21:06	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:59%20GMT	https://clippingmagic.com/setLocale?locale=hi-IN	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocalec23a	(from https://clippingmagic.com/)
21:21:07	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:50:59%20GMT	https://clippingmagic.com/setLocale?locale=en-US	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocalec494	(from https://clippingmagic.com/)
21:21:07	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:00%20GMT	https://clippingmagic.com/setLocale?locale=en-US	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocalec494	(from https://clippingmagic.com/)
21:21:07	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:00%20GMT	https://clippingmagic.com/setLocale?locale=de-DE	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale4db1	(from https://clippingmagic.com/)
21:21:07	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:00%20GMT	https://clippingmagic.com/setLocale?locale=es-ES	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale8cdc	(from https://clippingmagic.com/)
21:21:08	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:00%20GMT	https://clippingmagic.com/setLocale?locale=fr-FR	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale7400	(from https://clippingmagic.com/)
21:21:08	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:01%20GMT	https://clippingmagic.com/setLocale?locale=hi-IN	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocalec23a	(from https://clippingmagic.com/)
21:21:08	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:01%20GMT	https://clippingmagic.com/setLocale?locale=id-ID	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale0a5d	(from https://clippingmagic.com/)
21:21:09	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:01%20GMT	https://clippingmagic.com/setLocale?locale=it-IT	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale0cea	(from https://clippingmagic.com/)
21:21:09	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:02%20GMT	https://clippingmagic.com/setLocale?locale=ja-JP	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale4dc6	(from https://clippingmagic.com/)
21:21:09	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:02%20GMT	https://clippingmagic.com/setLocale?locale=ko-KR	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocalebb70	(from https://clippingmagic.com/)
21:21:09	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:02%20GMT	https://clippingmagic.com/setLocale?locale=pl-PL	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale1181	(from https://clippingmagic.com/)
21:21:10	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:02%20GMT	https://clippingmagic.com/setLocale?locale=pt-BR	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale4c33	(from https://clippingmagic.com/)
21:21:10	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:03%20GMT	https://clippingmagic.com/setLocale?locale=ru-RU	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale40aa	(from https://clippingmagic.com/)
21:21:10	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:03%20GMT	https://clippingmagic.com/setLocale?locale=th-TH	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocaleb273	(from https://clippingmagic.com/)
21:21:10	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:03%20GMT	https://clippingmagic.com/setLocale?locale=tr-TR	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale7c6c	(from https://clippingmagic.com/)
21:21:11	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:03%20GMT	https://clippingmagic.com/setLocale?locale=vi-VN	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale3ffb	(from https://clippingmagic.com/)
21:21:11	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:04%20GMT	https://clippingmagic.com/setLocale?locale=zh-Hans-CN	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocaleba91	(from https://clippingmagic.com/)
21:21:11	0/0	---M--	303	error ('See%20Other')	text/html	date:Tue,%2013%20Feb%202024%2015:51:04%20GMT	https://clippingmagic.com/setLocale?locale=zh-Hant-TW	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/setLocale0305	(from https://clippingmagic.com/)
21:21:12	444654/444654	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Feb%202024%2015:51:04%20GMT	https://clippingmagic.com/tutorials/photo-basics	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/tutorials/photo-basics.html	(from https://clippingmagic.com/)
21:21:13	443854/443854	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Feb%202024%2015:51:05%20GMT	https://clippingmagic.com/bulk	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/bulk.html	(from https://clippingmagic.com/)
21:21:13	56674/56674	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Feb%202024%2015:51:05%20GMT	https://clippingmagic.com/api	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/api.html	(from https://clippingmagic.com/)
21:21:13	74828/74828	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Feb%202024%2015:51:06%20GMT	https://clippingmagic.com/pricing	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/pricing.html	(from https://clippingmagic.com/)
21:21:13	60373/60373	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Feb%202024%2015:51:06%20GMT	https://clippingmagic.com/support	C:/Users/Sanvi%20Sardana/Downloads/fly/clippingmagic.com/support.html	(from https://clippingmagic.com/)
21:21:14	22736/22736	---M--	200	added ('OK')	image/jpeg	etag:%22d3b9f9f7eafd9cd6b6e1f491708ea145%22	https://d5nunyagcicgy.cloudfront.net/external_assets/hero_examples/hair_beach_v391182663/result.jpeg	C:/Users/Sanvi%20Sardana/Downloads/fly/d5nunyagcicgy.cloudfront.net/external_assets/hero_examples/hair_beach_v391182663/result.jpg	(from https://clippingmagic.com/)
21:21:14	26131/26131	---M--	200	added ('OK')	image/jpeg	etag:%229228a0862f915d9c27f258121512f702%22	https://d5nunyagcicgy.cloudfront.net/external_assets/hero_examples/hair_beach_v391182663/original.jpeg	C:/Users/Sanvi%20Sardana/Downloads/fly/d5nunyagcicgy.cloudfront.net/external_assets/hero_examples/hair_beach_v391182663/original.jpg	(from https://clippingmagic.com/)
